,original_Tweets,Currency,len,ID,Date,Source,Likes,RTs
27,"RT @Lbank_: 15h. left
🍆💨👀
https://t.co/Nb3bEH4LYd

#NFTs  #ethereum #cryptoart #NFTartist  #withFND #Foundation #foundationapp https://t.co…",ETH,140,1382228309992431617,2021-04-14 07:04:44,Twitter for iPhone,0,2
28,"RT @BitcoinBro303: ❤️ $100 to someone who retweets this and likes this youtube in 24 hours 🔥 #giveaway #Bitcoin  #Ethereum #BNB  #TRX

http…",ETH,140,1382228305240227842,2021-04-14 07:04:43,Twitter for Android,0,1367
29,RT @flurbnb: 💰 $50 to someone who retweets and follows @CircleMediaid + joins telegram https://t.co/SONLck1ZF8 in 12 hours 💰 #giveaway #Bit…,ETH,140,1382228302606209024,2021-04-14 07:04:42,Twitter for Android,0,564
30,@Shivamtyagi1993 @NFT_psychhorror @YeahBowie Technically the first crypto. The SEC already stated that the opinions mentioned about Bitcoin and Ethereum weren’t official statements about their security status.,ETH,209,1382228300530135040,2021-04-14 07:04:42,Twitter for iPhone,1,0
31,"RT @nierop_pieter: Should #BAT run on #Cardano?
#ADA

https://t.co/ggQ5TPOqeM",ETH,77,1382228287871668224,2021-04-14 07:04:39,Twitter Web App,0,77
32,"RT @whale_alert: 💵 💵 💵 💵  39,957,338 #USDC (39,957,338 USD) minted at USDC Treasury

https://t.co/G0nXuTbMPe",ETH,108,1382228281630461953,2021-04-14 07:04:37,Twitter for Android,0,3
33,"@intocryptoverse Damn! #Ethereum keeps listening to your voice. Can you reel out this sentence every day for next 10 weeks?? I need me a lambo!
#Bitcoin #alts #ALTSEASON #Akanke",ETH,177,1382228270419181572,2021-04-14 07:04:34,Twitter for Android,1,0
34,"RT @whale_alert: 💵 💵 💵 💵  39,957,338 #USDC (39,957,338 USD) minted at USDC Treasury

https://t.co/G0nXuTbMPe",ETH,108,1382228268066082822,2021-04-14 07:04:34,Twitter Web App,0,3
35,"RT @flurbnb: 🔥 $100 to someone who retweets this and follows 
@Zeedexio in 24 hours 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX",ETH,124,1382228267197894658,2021-04-14 07:04:34,Twitter for Android,0,2873
36,RT @BinanceUS: Binance US Will Support the @ethereum $ETH Network Upgrade,ETH,73,1382228263582507013,2021-04-14 07:04:33,Twitter Web App,0,34
37,"#citizen_finance #blockchain #nft4ART #nft4FPS #bitcoin #nft4XR #crypto #ethereum #cryptocurrencies #fintech #defi #bsc and mention @citizen_finance
I personally think this is an extremely potential project and a great responsibility for the community to join hands.",ETH,266,1382228250231853056,2021-04-14 07:04:30,Twitter for Android,0,0
38,"RT @flurbnb: 🔥 $100 to someone who retweets this and follows 
@Zeedexio in 24 hours 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX",ETH,124,1382228246796767233,2021-04-14 07:04:29,Twitter for Android,0,2873
39,"RT @RyanSAdams: There’s now almost 4m ETH staked.

The world’s Internet Bond is now worth $8.9 billion.

Remember when people were worried…",ETH,139,1382228241948282883,2021-04-14 07:04:28,Twitter for iPad,0,60
40,RT @Zahraa_nia: RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,ETH,139,1382228237405843458,2021-04-14 07:04:27,IFTTT,0,0
41,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228233551187969,2021-04-14 07:04:26,Twitter for Android,0,2950
42,RT @Pipityyyap: RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,ETH,139,1382228229348597760,2021-04-14 07:04:25,IFTTT,0,0
43,RT @AXELUnlimited: Is @coinbase' scheduled direct listing tomorrow sparking #crypto interest from those who have been standing on the sidel…,ETH,140,1382228227352059906,2021-04-14 07:04:24,Twitter Web App,0,1
44,"There are multiple #Ethereum competitors like #BNB , however there is only one #xrp #Ripple ...  sooo, plz, #BNB let’s switch     Lol.",ETH,134,1382228226332712962,2021-04-14 07:04:24,Twitter for iPhone,1,0
45,"💵 💵 💵 💵  39,957,338 #USDC (39,957,338 USD) minted at USDC Treasury

https://t.co/G0nXuTbMPe",ETH,91,1382228224969748480,2021-04-14 07:04:24,whale_alert,13,3
46,"RT @BitcoinBro303: ❤️ $100 to someone who retweets this and likes this youtube in 24 hours 🔥 #giveaway #Bitcoin  #Ethereum #BNB  #TRX

http…",ETH,140,1382228218963390467,2021-04-14 07:04:22,Twitter for Android,0,1367
47,@fes_sr Now this is affordable!!! Ethereum just rips you off straight up!,ETH,73,1382228215377301504,2021-04-14 07:04:21,Twitter for Android,0,0
48,"RT @MackAttackXRP: Value of $1,000 invested 5 years ago:

XRP: $373,220
Ethereum: $273,716
Bitcoin: $148,194
Shopify: $41,662
AMD: $28,639…",ETH,139,1382228214123204610,2021-04-14 07:04:21,Twitter for Android,0,120
49,RT @flurbnb: 💯 $100 to someone who retweets and follows @EthmonTer in 24 hours 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #DeFi #NFT,ETH,130,1382228211740909569,2021-04-14 07:04:20,Twitter for iPhone,0,1880
50,RT @Blajzy: RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Ripple #XRP #stellar #XLM #DeFi,ETH,179,1382228210205794304,2021-04-14 07:04:20,IFTTT,0,0
51,RT @flurbnb: 🧡 $200 to someone who retweets this and follows @ashwsbreal with 🔔 on in 48 hours 🧡 #giveaway #bitcoin #ethereum #bnb,ETH,130,1382228203964538880,2021-04-14 07:04:19,Twitter for Android,0,5361
52,"Exchanges to buy Ethereum

The easiest and perhaps the most popular way of buying Ether is doing so through an exchange.

https://t.co/tRRcDn8KsY

 https:// 

#Defi 

#MustHaveCrypto https://t.co/5ZYabtp3Lk",ETH,206,1382228201997541376,2021-04-14 07:04:18,The Social Jukebox,0,0
53,"RT @JonErlichman: Value of $1,000 invested 5 years ago:

Ethereum: $273,716
Bitcoin: $148,194
Shopify: $41,662
AMD: $28,639
Etsy: $26,388
N…",ETH,140,1382228197526364164,2021-04-14 07:04:17,Twitter for Android,0,2116
54,RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,ETH,123,1382228194061783042,2021-04-14 07:04:16,Twitter for Android,0,2960
55,"RT @flurbnb: 🔥 $100 to someone who retweets this and follows 
@Zeedexio in 24 hours 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX",ETH,124,1382228186969247745,2021-04-14 07:04:14,Twitter for Android,0,2873
56,"RT @shnnjmnz: RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,144,1382228185564250113,2021-04-14 07:04:14,IFTTT,0,0
57,"RT @Blajzy: RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,142,1382228179948072960,2021-04-14 07:04:13,IFTTT,0,0
58,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228177666199552,2021-04-14 07:04:12,Twitter for Android,0,2950
59,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228176336658435,2021-04-14 07:04:12,Twitter for Android,0,2950
60,"@mrlopis Wrong. Ethereum 2.0 will be proof of stake, not proof of work.",ETH,71,1382228172612198407,2021-04-14 07:04:11,Twitter for iPhone,0,0
61,"RT @djbozoo: RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,143,1382228166496956417,2021-04-14 07:04:10,IFTTT,0,0
62,"RT @RyanSAdams: There’s now almost 4m ETH staked.

The world’s Internet Bond is now worth $8.9 billion.

Remember when people were worried…",ETH,139,1382228163363688450,2021-04-14 07:04:09,Twitter Web App,0,60
63,"#eth #Ethereum #ethprice #Ethereumprice #crypto #cryptocurrenices 

All time High : $2,390.94 https://t.co/cu5Qatfk3Z",ETH,117,1382228161744707584,2021-04-14 07:04:08,Twitter Web App,0,0
64,"RT @ArfahNevaDiana: RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,150,1382228152198529027,2021-04-14 07:04:06,IFTTT,0,0
65,RT @flurbnb: 🔥 $100 to someone who retweets this and likes this youtube https://t.co/gdimrO7DkG in 24 hours 🔥 #giveaway #Bitcoin #Ethereum…,ETH,139,1382228131386335235,2021-04-14 07:04:01,Twitter for iPhone,0,1706
66,"RT @BitcoinBro303: ❤️ $100 to someone who retweets this and likes this youtube in 24 hours 🔥 #giveaway #Bitcoin  #Ethereum #BNB  #TRX

http…",ETH,140,1382228130975272961,2021-04-14 07:04:01,Twitter for Android,0,1367
67,RT @swueeen: Season 1 Episode 2 is out now! 50 Available at rarible! Grab yours now! #eth #ethereum #digitalasset #NFT #nftcollector #nftar…,ETH,140,1382228123886968834,2021-04-14 07:03:59,Twitter for Android,0,2
68,RT @Cashbro303: ❤️ $100 to someone who retweets this and likes this youtube video in 24 hours 🔥 #giveaway #Bitcoin   #Ethereum #BNB   #TRX …,ETH,140,1382228123358416897,2021-04-14 07:03:59,Twitter for Android,0,1673
69,"💰3,724,274 #USDT (3,738,594 USD) move from unknown wallet to unknown wallet
 
Date : 2021-04-14 07:02:02 (GMT 0)
Blockchain : #ETHEREUM
Symbol : #USDT
 
Detail: https://t.co/fVjifJq3FY",ETH,184,1382228113631948806,2021-04-14 07:03:57,ClankApp,0,0
70,"RT @Snarrrky: My next #GIVEAWAY...
Mona Lisa Punk
Another crazy decision!

For a chance to win....

1. Follow
2. Like and Retweet
3. Tag fr…",ETH,140,1382228105918623745,2021-04-14 07:03:55,Twitter Web App,0,40
71,"ConsenSys Wins JPMorgan, UBS Backing Amid Crypto Demand Surge - Bloomberg https://t.co/pyQH0lvY9y https://t.co/VQR1HxjMMv #fintech",ETH,130,1382228101048979457,2021-04-14 07:03:54,IFTTT,0,0
72,"RT @RickcryptoRick: 🔥 $40 to someone who retweets this and follows 
me @RickcryptoRick 
 in 24 hours 🔥 #GiveawayAlert  #Bitcoin  #Ethereum…",ETH,139,1382228100579258368,2021-04-14 07:03:54,Twitter Web App,0,429
73,"RT @AirdropStario: 💧Bithashex Airdrop💧

🏆 Task:          ➕  Up to 50 BHAX (~$250)

👨‍👩‍👧 Referral:  ➕  2 BHAX (~$10)

🔛  Airdrop Link &amp; Inf…",ETH,144,1382228078399684608,2021-04-14 07:03:49,Twitter for iPhone,0,4451
74,RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,ETH,123,1382228072682823682,2021-04-14 07:03:47,Twitter for Android,0,2960
75,"RT @loopringorg: Tomorrow, Coinbase goes public. A watershed moment for mainstream investors/attention. Coinbase has done *lots* for the in…",ETH,140,1382228066726985728,2021-04-14 07:03:46,Twitter Web App,0,37
76,"Bob Ross Punk #01 is listed for sale!

The next drop will be tomorrow @ 5PM EST!

https://t.co/aPDphH5oG3

#NFT #NFTs #nftcollector #nftart #NFTCommunity #NFTartist #louvrepunks #picassopunks #Ethereum #digitalart #cryptopunks #art #cryptoart https://t.co/2KElz2kuOq",ETH,266,1382228065271549955,2021-04-14 07:03:45,Twitter Web App,0,0
77,RT @flurbnb: 🚀 $100 to someone who retweets this and follows @jan_ggmu in 24 hours 🚀 #giveaway #Bitcoin #Ethereum #BNB #TRX,ETH,123,1382228063505637382,2021-04-14 07:03:45,Twitter for Android,0,2960
78,"RT @JonErlichman: Value of $1,000 invested 5 years ago:

Ethereum: $273,716
Bitcoin: $148,194
Shopify: $41,662
AMD: $28,639
Etsy: $26,388
N…",ETH,140,1382228062230691842,2021-04-14 07:03:45,Twitter for Android,0,2116
79,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,ETH,140,1382228055943446528,2021-04-14 07:03:43,Twitter for iPhone,0,2529
80,"RT @DefiantNews: #Bitcoin and #Ethereum make All-Time Highs ahead of the @coinbase #IPO tomorrow 🚀

$BTC - $63100
$ETH - $2260 https://t.co…",ETH,140,1382228049471627268,2021-04-14 07:03:42,Twitter for iPhone,0,5
81,"RT @BobRossPunks: The first #BobRossPunk has been minted and will be listed for sale shortly.

The next drop will be tomorrow @ 5PM EST!

h…",ETH,140,1382228031952015364,2021-04-14 07:03:38,Twitter for Android,0,1
82,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228029208883201,2021-04-14 07:03:37,Twitter for Android,0,2950
83,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228026608467970,2021-04-14 07:03:36,Twitter for iPhone,0,2950
84,"RT @AirdropStario: 💧Bithashex Airdrop💧

🏆 Task:          ➕  Up to 50 BHAX (~$250)

👨‍👩‍👧 Referral:  ➕  2 BHAX (~$10)

🔛  Airdrop Link &amp; Inf…",ETH,144,1382228020493053953,2021-04-14 07:03:35,Twitter for Android,0,4451
85,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228020111364098,2021-04-14 07:03:35,Twitter for Android,0,2950
86,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382228013597663233,2021-04-14 07:03:33,Twitter for Android,0,2950
87,"RT @AcalaNetwork: Want to understand how @Polkadot and @KusamaNetwork accounts work in Polkadot{js}? We know it can be confusing 🤔

- How's…",ETH,140,1382228006207361028,2021-04-14 07:03:31,Twitter for Android,0,40
88,Oh!! I just realized that #ethereum made me rich!,ETH,49,1382227999165194240,2021-04-14 07:03:30,Twitter for iPhone,0,0
89,"Have you heard?
$SQRT is back! @HiRezTheRapper approved!
.
The true holders held through it all! We are a strong community and will not fail! Get on board now, join our telegram!
.
#community #Ethereum #doge #BinanceSmartChain 

https://t.co/88kev2pd7W",ETH,252,1382227991439175680,2021-04-14 07:03:28,Twitter for iPhone,2,0
90,RT @flurbnb: 💯 $100 to someone who retweets and follows @EthmonTer in 24 hours 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #DeFi #NFT,ETH,130,1382227991036563457,2021-04-14 07:03:28,Twitter for iPhone,0,1880
91,"RT @BitcoinBro303: ❤️ $100 to someone who retweets this and likes this youtube in 24 hours 🔥 #giveaway #Bitcoin  #Ethereum #BNB  #TRX

http…",ETH,140,1382227968886394880,2021-04-14 07:03:22,Twitter Web App,0,1367
92,"@AlakhMittal Facts: Ethereum, Litecoin, Cardano and Polkadot are superior.",ETH,74,1382227968823586819,2021-04-14 07:03:22,Twitter Web App,0,0
93,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382227939287175173,2021-04-14 07:03:15,Twitter for Android,0,2950
94,"This is probably one of the biggest advantages over the Trezor Model T, as secure elements allow for the device to be connected to a compromised device while still preventing the hacker from gaining access to the private keys.

Read more 👉 https://t.co/irZ4Rwoxxk https://t.co/1TXjnNckil",ETH,287,1382227936548421633,2021-04-14 07:03:15,Missinglettr,0,0
95,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382227932320387073,2021-04-14 07:03:14,Twitter for Android,0,2950
96,"RT @BitcoinBro303: ❤️ $100 to someone who retweets this and likes this youtube in 24 hours 🔥 #giveaway #Bitcoin  #Ethereum #BNB  #TRX

http…",ETH,140,1382227927039811588,2021-04-14 07:03:13,Twitter for Android,0,1367
97,"Good morning #crypto Twitter 💞🥳
Where’s #btc mooning to today?

#btc #bnb #Ethereum #crypto https://t.co/bFDa6zMcvV",ETH,115,1382227925999742981,2021-04-14 07:03:12,Twitter for iPhone,2,0
98,"RT @flurbnb: 🖤 $1000 to someone who retweets this and follows @bitcoin_paris_, ends in 1 week! 🖤 #giveaway #bitcoin #ethereum #bnb",ETH,130,1382227911793467394,2021-04-14 07:03:09,Twitter for Android,0,2950
99,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,ETH,140,1382227911760023554,2021-04-14 07:03:09,Twitter Web App,0,3601
0,I be crying at everything I’m really on my shortest tether,USDT,58,1382228428229857282,2021-04-14 07:05:12,Twitter for iPhone,0,0
1,"📈💳$2,082,597 $BTC LONGED @$64,510.68 [14/04/21 07:03:03]
🏣Binance | $BTCUSDT

🗣️NEWSFLASH: Tether sued by SEC, pulls exit scam - fiat_to_zero",USDT,141,1382227887663763458,2021-04-14 07:03:03,Bitmex High Trades,1,0
2,"Tether - USDT
Price: $1.00
Change in 1h: +0.14262224%
Market cap: $45,915,282,276.60
Ranking: 6
#Tether #USDT",USDT,109,1382227298779242496,2021-04-14 07:00:43,CoinStats,0,0
3,"RT @JohnPompliano: The global cryptocurrency market is now worth over $2 trillion.

Bitcoin - $1 trillion
Ethereum - $242 billion
Binance C…",USDT,140,1382227161684279299,2021-04-14 07:00:10,Twitter for iPhone,0,375
4,"RT @whale_alert: 💵 💵 💵 💵 💵 💵 💵 💵 💵 💵  1,000,000,000 #USDT (1,005,868,416 USD) minted at Tether Treasury

Tx: https://t.co/KWd368KqBg",USDT,132,1382227107175145472,2021-04-14 06:59:57,Twitter for iPhone,0,661
5,@refining_ @HentaiAvenger66 Tether to the moon bro,USDT,50,1382226880431067136,2021-04-14 06:59:03,Twitter Web App,2,0
6,RT @IdellClabough: The conspirators are at the end of their tether and will be reviled wherever they may be. https://t.co/x9Ek5NwENO,USDT,132,1382225272624144384,2021-04-14 06:52:40,Twitter Web App,0,22
7,"IF YOU ARE IN #CRYPTO NOW, YOU WILL REMEMBER THIS TIME FOR THE REST OF YOUR LIFE. 
 
#cryptocurrency #dogecoin #Ripple #CardanoADA #Litecoin #altcoins #tether",USDT,158,1382225181939093504,2021-04-14 06:52:18,Twitter for iPhone,3,0
8,RT @CallistoSupport: The #Tether  token audit conducted by our Security Department has been approved and added to the Etherscan platform ✅…,USDT,139,1382224597630738432,2021-04-14 06:49:59,Twitter Web App,0,829
9,@PaulFor06479463 @SirRobArtII1 1. Tether 2. Bitcoin,USDT,51,1382224368323858440,2021-04-14 06:49:04,Twitter Web App,0,0
10,RT @IdellClabough: The conspirators are at the end of their tether and will be reviled wherever they may be. https://t.co/x9Ek5NwENO,USDT,132,1382224257548111873,2021-04-14 06:48:38,Twitter Web App,0,22
11,"@PlayWarframe @PlayStation A few bugs with matchmaking and collecting resources and worst of all trying to use Raikjack special actions. Tether for example just doesn't work for me anymore. Its assigned press the button, nothing?",USDT,229,1382224164296200195,2021-04-14 06:48:15,Twitter for Android,0,0
12,@Tether_to How come you guys are not already in jail ?,USDT,54,1382223331777245184,2021-04-14 06:44:57,Twitter Web App,1,0
13,RT @catanauta: @CryptoWhale You do realize that Tether has found a cosy  new friend in XRP? https://t.co/EKBENJG2ev,USDT,115,1382223256560807936,2021-04-14 06:44:39,Twitter for iPhone,0,1
14,@CryptoWhale You do realize that Tether has found a cosy  new friend in XRP? https://t.co/EKBENJG2ev,USDT,100,1382223192354344960,2021-04-14 06:44:24,Twitter for Android,4,1
15,"$SXP 96% Profit done in a single trade✅🙌🏻

Checkout the link in bio for crypto signals

#tether #bitcoin #monero $WRX #kucoin #CRYPTO 75940 https://t.co/csq1CoitF8",USDT,163,1382223111416872963,2021-04-14 06:44:04,MagicPot,0,0
16,"exchange their tethers back to usd, they’ll find that Tether/Exchanges simply doesn’t have the funds to give them back all their money. Tether works hand in hand with exchanges to manipulate all of crypto and to keep this charade running for as long as they can...",USDT,264,1382223057066991617,2021-04-14 06:43:51,Twitter Web App,0,0
17,"Subsequently, cryptocurrencies go up and people sell their crypto back to usdt. The cycle continues and more and more people buy tethers with their real money meanwhile Tether prints more tethers out of thin air. Then when all is said and done and everyone decides to...",USDT,270,1382223056215543808,2021-04-14 06:43:51,Twitter Web App,0,0
18,Allow me to explain to those that don’t already know the enigma that is Tether. It starts when people go to tether or their preferred Crypto Exchange where they exchange their “real” money for tethers. Then they use their tethers to exchange that for cryptocurrencies. ($btc $xrp),USDT,280,1382223055221493760,2021-04-14 06:43:51,Twitter Web App,0,0
19,"BTC requires daily shilling, even by celebrities in order to attract new people (greater fools), has Tether creating billions in order to prop up the price, and every MSM is actively working to support it as ""best investment"" and all that jazz",USDT,243,1382221391508828160,2021-04-14 06:37:14,Twitter Web App,2,0
20,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382220625435971585,2021-04-14 06:34:12,Twitter for iPhone,0,214
21,"RT @whale_alert: 💵 💵 💵 💵 💵 💵 💵 💵 💵 💵  600,000,000 #USDT (601,228,836 USD) minted at Tether Treasury

Tx: https://t.co/z0MWfEER0i",USDT,128,1382220500450041858,2021-04-14 06:33:42,Twitter for iPhone,0,304
22,RT @ishgardtheworld: nothing is funnier than giving sprouts the dragoon tether and watching them run away from it  . come here .  i am tryi…,USDT,140,1382220490383720449,2021-04-14 06:33:39,Twitter Web App,0,835
23,@CryptoWhale And here it goes again. Could it be that you sold all your BTC? You are bashing BTC for it‘s inflated price which is being propped up by Tether. At the same time you promote XRP even though XRP largest inflows are USDT by far. Maybe we need to wait until you sold all your XRP...,USDT,292,1382220324389978112,2021-04-14 06:33:00,Twitter for iPhone,1,0
24,"RT @911CORLEBRA777: Thread

1/ The major shareholder of Bitfinex &amp; Tether is China's cryptocurrency King Zhao Dong. Bitfinex is based in Ho…",USDT,144,1382220250742190080,2021-04-14 06:32:42,Twitter for Android,0,49
25,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382220134115377152,2021-04-14 06:32:15,Twitter for Android,0,214
26,"@mhmdhabibi77 This is Moonstake Customer Support. If you are asking about procedures of Infinito Walet. You are requested to contact with Infinito Support desk.  USDT Tether is normally ERC20 base, not TRC20.  Please kindly confirm this point.",USDT,243,1382219510178979844,2021-04-14 06:29:46,Zendesk,0,0
27,"#Crypto Top 5 by Total Volume

$USDT Tether $0.9983 (169.58B)
$BTC Bitcoin $64,591.00 (79.24B)
$ETH Ethereum $2,389.21 (40.65B)
$XRP XRP $1.93 (31.03B)
$DOGE Dogecoin $0.1249 (13.96B)",USDT,183,1382218979696025600,2021-04-14 06:27:39,ToshiSatoshiBot,1,0
28,"After Tesla (TSLA), Binance to List Coinbase Stock Token (COIN/BUSD) Next - https://t.co/mlieTWM12b",USDT,99,1382218835072225280,2021-04-14 06:27:05,,0,0
29,"@crypto_bitlord7 @rivaLxfactor @Why432 2 dollar USDT 🤣🤣🤣 In hindsight, you just needed a leveraged token... $USDTBULL #UPONLY @FTX_Official @Tether_to https://t.co/GUvA49ryw9",USDT,174,1382218611322986497,2021-04-14 06:26:11,Twitter for Android,0,0
30,@maxxrpbtc @PeterVas6 @MoonLamboio @CredibleCrypto @MinusWells @Moonchaser2020 @jungleincxrp This is getting ridiculous now!! All this volume put all my money into tether and still at $1 and xrp is almost $2 I knew i should of bought xrp 💰💰💰,USDT,241,1382218236314456066,2021-04-14 06:24:42,Twitter for Android,1,0
31,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382216787194998785,2021-04-14 06:18:57,Twitter for iPhone,0,214
32,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382216679032291332,2021-04-14 06:18:31,Twitter Web App,0,214
33,"All the top cryptos are POPPING! 

Which one next? 

I think Tether 

$USDT ready to bang! https://t.co/gz0FnAc8Ut",USDT,114,1382216200193593345,2021-04-14 06:16:37,Twitter for iPhone,0,0
34,@adamludwin @dwr Much like with Tether it becomes a question of whether they are holding as many shares as tokens they have issued.,USDT,131,1382216199589617667,2021-04-14 06:16:36,Twitter for iPhone,1,0
35,RT @IdellClabough: The conspirators are at the end of their tether and will be reviled wherever they may be. https://t.co/x9Ek5NwENO,USDT,132,1382215903408918528,2021-04-14 06:15:26,Twitter Web App,0,22
36,@HsakaTrades that was tether,USDT,28,1382215486306361355,2021-04-14 06:13:46,Twitter Web App,1,0
37,"Hi there, ya charming rogue!  Here's a quick build minus the numbers and fluff. Quirks - Vicious  Opportunist  and Photographic Memory.  Standout- Psychological Profiler Ability A- Kiting and Tether. Ability B- Element and Sacrificial. Ability C- Wall and Overload",USDT,264,1382215188699623424,2021-04-14 06:12:35,"Cheap Bots, Done Quick!",0,0
38,RT @hellok1ttybong: fuck a breakup you ever been hit in the face with a tether ball?,USDT,84,1382215173453144066,2021-04-14 06:12:32,Twitter for iPhone,0,2
39,@goodalexander It’s 80% Tether.,USDT,31,1382215136816082945,2021-04-14 06:12:23,Twitter for iPhone,0,0
40,RT @CallistoSupport: The #Tether  token audit conducted by our Security Department has been approved and added to the Etherscan platform ✅…,USDT,139,1382215030914027522,2021-04-14 06:11:58,Twitter for Android,0,829
41,"RT @CryptoWhale: In the last week, Tether has printed $7.8 billion unbacked $USDT to artificially prop up the markets. 

This bull run will…",USDT,140,1382214459595366400,2021-04-14 06:09:42,Twitter for Android,0,82
42,"@Tr0llyTr0llFace I agree with you on BTC, Tether, NFT, etc - but what's your problem with XRP?! At least XRP is not a super expensive POW ponzi scheme harmful to environment. XRP missed the rally while every coin was pumping and still is undervalued compared to its own ATH and every altcoin.",USDT,292,1382214406185046019,2021-04-14 06:09:29,Twitter Web App,0,0
43,@robgreenlee @Spotify AND you need a smart phone to tether it up too. 🤣🤣🤣🤣,USDT,74,1382214100747440137,2021-04-14 06:08:16,Twitter for iPhone,0,0
44,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382214011907940356,2021-04-14 06:07:55,Twitter for iPhone,0,214
45,"RT @CryptoWhale: In the last week, Tether has printed $7.8 billion unbacked $USDT to artificially prop up the markets. 

This bull run will…",USDT,140,1382213522147446784,2021-04-14 06:05:58,Twitter for iPhone,0,82
46,Debating on going to sleep in tether lol,USDT,40,1382212682414194691,2021-04-14 06:02:38,Twitter Web App,25,0
47,"Tether - USDT
Price: $1.00
Change in 1h: +0.01811187%
Market cap: $45,866,348,967.19
Ranking: 6
#Tether #USDT",USDT,109,1382212185909186561,2021-04-14 06:00:40,CoinStats,0,0
