,original_Tweets,Currency,len,ID,Date,Source,Likes,RTs
74,"@Canen01 @Vertcoin @buntythehw @YobitExchange @binance @cz_binance @BinanceUS Thanks for the reply, appreciate it. Can you please share a screenshot of the request on Binance for your shareholders?",VTC,197,1381608813346881538,2021-04-12 14:03:04,Twitter for Android,3,0
75,@latitude8848 @binance @Vertcoin @cz_binance I'll be with you.,VTC,62,1381606819424993284,2021-04-12 13:55:09,Twitter Web App,3,0
76,"RT @latitude8848: Day 10 of tweeting @binance until they list #Vertcoin
@Vertcoin @cz_binance
 
#cryptotwitter #crypot #cryptocurrency #Bit…",VTC,140,1381606727074803713,2021-04-12 13:54:47,Twitter Web App,0,7
77,"Day 10 of tweeting @binance until they list #Vertcoin
@Vertcoin @cz_binance
 
#cryptotwitter #crypot #cryptocurrency #Bitcoin $BTC #Vertcoin $vtc #Binance #BinanceSmartChain #BSC #truepeoplescoin #submarineswap #oneclickminer #verthash https://t.co/TJjRF1HDFp",VTC,259,1381596494403399683,2021-04-12 13:14:07,Twitter Web App,24,7
78,"Day 7 of tweeting @exodus_io

 until they list VTC on their wallet.
#Vertcoin #ToTitan #ThePeoplesCoin",VTC,102,1381588274158915591,2021-04-12 12:41:27,Twitter Web App,20,4
79,"I asked a friend to pick a winner randomly among +25 participants. The winner is @Kenkenlacorte from Philippines. Hi Kenneth, could you please write your #Vertcoin address here, or DM me. I'll send you $50 in $VTC today.",VTC,220,1381519363677814786,2021-04-12 08:07:38,Twitter Web App,8,0
80,"@ELDTrades For the hell of it, Vertcoin / BTC on Bittrex $vtc",VTC,61,1381509900573020161,2021-04-12 07:30:02,Tweetbot for iΟS,2,0
81,"RT @Canen01: @Cryptos991 @Vertcoin @buntythehw @YobitExchange Nope, not a word from @binance @cz_binance @BinanceUS 

 Not sure what we got…",VTC,140,1381460138775748608,2021-04-12 04:12:18,Twitter for Android,0,1
82,RT @WhaleBearPig: vertcoin will be $0.69 on 4/20 at 4:20 UTC,VTC,60,1381438387157090305,2021-04-12 02:45:52,Twitter for Android,0,2
83,RT @crypto_rich_cat: I wish coinbase will recognize the value of $VTC #Vertcoin in cryptocurrency market someday in the future.,VTC,127,1381438371248082950,2021-04-12 02:45:48,Twitter for Android,0,4
84,@BitBitCrypto everything except vertcoin,VTC,40,1381426608905592835,2021-04-12 01:59:03,Twitter Web App,5,0
85,#vertcoin “Resistance is futile” 🚀 https://t.co/0C2ycV3vVd https://t.co/5SX9EqT8Nm,VTC,82,1381420043280523266,2021-04-12 01:32:58,Twitter for iPhone,10,0
86,RT @WhaleBearPig: vertcoin will be $0.69 on 4/20 at 4:20 UTC,VTC,60,1381419218105683973,2021-04-12 01:29:41,69NiceBot69,0,2
87,vertcoin will be $0.69 on 4/20 at 4:20 UTC,VTC,42,1381418920934998017,2021-04-12 01:28:30,Twitter Web App,15,2
88,Can someone tell me the hashrate for one RTX 3080? Thanks! https://t.co/4lh32I8RbT,VTC,82,1381409798223187972,2021-04-12 00:52:15,IFTTT,0,0
89,@_bil____ @coinbase @CoinbasePro @Vertcoin $VTC #VTC will be on upswing like your punching the ceiling #ToTitan🚀🚀,VTC,113,1381404620086521856,2021-04-12 00:31:41,Twitter for iPhone,8,1
90,@Goldcoin9999 @CoinMarketCap @goldcoin @Goldcoinid @realmicroguy @goldcoin_ccy @mr_goldcoin @Vertcoin_dARk @_No_Envy Waiting,VTC,124,1381404208713269248,2021-04-12 00:30:03,Twitter for Android,2,0
91,"@Cryptos991 @Vertcoin @buntythehw @YobitExchange Nope, not a word from @binance @cz_binance @BinanceUS 

 Not sure what we gotta do in order to get a response from them. It would be nice to have a yes or no or terms and conditions.",VTC,231,1381404009760763905,2021-04-12 00:29:15,Twitter for Android,15,1
92,"RT @latitude8848: Day 9 of tweeting @binance until they list #Vertcoin
@Vertcoin  @cz_binance 
 
#cryptotwitter #crypot #cryptocurrency #Bi…",VTC,140,1381403337548034060,2021-04-12 00:26:35,Twitter for iPhone,0,8
93,"press play. you know you want to. resistance is futile and will be turned to support.

https://t.co/jGfdSS3DJa",VTC,110,1381400202255376386,2021-04-12 00:14:08,Twitter Web App,7,2
94,"@Canen01 @Vertcoin @buntythehw @YobitExchange Any news on when $VTC will be listed on Binance, which month is expected. I know the ball is on Binance court.",VTC,156,1381395086072803329,2021-04-11 23:53:48,Twitter for Android,7,0
95,Formula to Calculate Network Hashrate https://t.co/ubMoncZxOX,VTC,61,1381394765313347590,2021-04-11 23:52:31,IFTTT,2,0
96,RT @lightspeedvc: @Poloniex Maybe the Day after #Vertcoin is tradable on your exchange again!,VTC,93,1381377542905602049,2021-04-11 22:44:05,Twitter for iPhone,0,2
97,RT @lightspeedvc: @Poloniex Maybe the Day after #Vertcoin is tradable on your exchange again!,VTC,93,1381377083876720640,2021-04-11 22:42:16,Twitter Web App,0,2
98,@Poloniex Maybe the Day after #Vertcoin is tradable on your exchange again!,VTC,75,1381376945191940097,2021-04-11 22:41:43,Twitter for iPhone,13,2
99,RT @crypto_rich_cat: I wish coinbase will recognize the value of $VTC #Vertcoin in cryptocurrency market someday in the future.,VTC,127,1381373041129754632,2021-04-11 22:26:12,Twitter for iPhone,0,4
